Type,air_temperature_k,process_temperature_k,rotational_speed_rpm,torque_nm,tool_wear_min,Machine failure,Tool wear failure,Heat dissipation failure,Power failure,Overstrain failure,Random failure,power,temperature difference,high_temperature_flag,high_torque_flag,low_rotational_speed_flag,wear_Stress
L,302.5,312.0,1673,29.9,42,0,0,0,0,0,0,5.237979057591622,9.5,1,0,0,1255.8
L,302.4,311.9,1578,29.9,44,0,0,0,0,0,0,4.940544502617801,9.5,0,0,0,1315.6
M,302.5,312.0,1642,29.1,46,0,0,0,0,0,0,5.003371727748692,9.5,1,0,0,1338.6000000000001
M,302.4,311.8,1557,31.5,49,0,0,0,0,0,0,5.1356544502617805,9.400000000000034,0,0,0,1543.5
L,302.5,311.9,1481,42.9,52,0,0,0,0,0,0,6.652869109947644,9.399999999999977,0,0,0,2230.7999999999997
M,302.5,311.8,1566,37.6,54,0,0,0,0,0,0,6.165612565445027,9.300000000000011,0,0,0,2030.4
M,302.5,311.9,1298,57.5,57,0,0,0,0,0,0,7.815183246073299,9.399999999999977,0,1,1,3277.5
M,302.5,311.9,1340,59.4,60,0,0,0,0,0,0,8.334659685863874,9.399999999999977,0,1,1,3564.0
L,302.5,312.0,1574,33.8,63,0,0,0,0,0,0,5.570806282722513,9.5,1,0,0,2129.3999999999996
L,302.5,311.9,1437,46.7,65,0,0,0,0,0,0,7.027005235602095,9.399999999999977,0,0,0,3035.5
L,302.6,311.9,1354,48.0,67,0,0,0,0,0,0,6.805445026178011,9.299999999999955,0,0,1,3216.0
L,302.6,311.9,1598,35.5,69,0,0,0,0,0,0,5.940209424083769,9.299999999999955,0,0,0,2449.5
M,302.7,312.0,1944,21.4,71,0,0,0,0,0,0,4.356188481675392,9.300000000000011,1,0,0,1519.3999999999999
M,302.7,312.0,1538,36.7,74,0,0,0,0,0,0,5.910429319371729,9.300000000000011,1,0,0,2715.8
L,302.7,312.0,1501,37.0,77,0,0,0,0,0,0,5.815392670157068,9.300000000000011,1,0,0,2849.0
L,302.8,312.1,1441,52.1,79,0,0,0,0,0,0,7.861371727748692,9.300000000000011,1,0,0,4115.900000000001
M,302.7,312.0,1652,31.0,81,0,0,0,0,0,0,5.362513089005236,9.300000000000011,1,0,0,2511.0
L,302.8,312.1,1487,36.6,84,0,0,0,0,0,0,5.698869109947644,9.300000000000011,1,0,0,3074.4
L,302.9,312.2,1605,33.9,86,0,0,0,0,0,0,5.6973298429319374,9.300000000000011,1,0,0,2915.4
L,302.9,312.1,1334,54.7,88,0,0,0,0,0,0,7.640816753926702,9.200000000000045,1,1,1,4813.6
L,302.9,312.2,1340,57.8,90,0,0,0,0,0,0,8.110157068062827,9.300000000000011,1,1,1,5202.0
L,302.9,312.2,1513,37.8,92,0,0,0,0,0,0,5.988628272251308,9.300000000000011,1,0,0,3477.6
L,302.9,312.2,1510,41.4,94,0,0,0,0,0,0,6.545968586387435,9.300000000000011,1,0,0,3891.6
L,302.9,312.2,1729,23.6,96,0,0,0,0,0,0,4.272712041884817,9.300000000000011,1,0,0,2265.6000000000004
M,302.9,312.2,1745,25.5,98,0,0,0,0,0,0,4.6594240837696335,9.300000000000011,1,0,0,2499.0
M,303.1,312.3,1623,31.6,101,0,0,0,0,0,0,5.37034554973822,9.199999999999989,1,0,0,3191.6000000000004
M,303.1,312.4,1378,50.1,104,0,0,0,0,0,0,7.229089005235602,9.299999999999955,1,0,0,5210.400000000001
L,303.1,312.4,1407,41.2,107,0,0,0,0,0,0,6.069989528795812,9.299999999999955,1,0,0,4408.400000000001
M,303.0,312.3,1674,29.5,109,0,0,0,0,0,0,5.170994764397906,9.300000000000011,1,0,0,3215.5
L,303.0,312.3,1486,42.4,112,0,0,0,0,0,0,6.5975287958115185,9.300000000000011,1,0,0,4748.8
M,303.0,312.3,1483,38.8,114,0,0,0,0,0,0,6.02517277486911,9.300000000000011,1,0,0,4423.2
H,303.0,312.2,1624,28.8,117,0,0,0,0,0,0,4.897507853403142,9.199999999999989,1,0,0,3369.6
M,303.0,312.2,1257,71.3,122,1,0,0,1,0,0,9.384722513089004,9.199999999999989,1,1,1,8698.6
L,303.0,312.3,1480,41.4,125,0,0,0,0,0,0,6.415916230366492,9.300000000000011,1,0,0,5175.0
L,303.1,312.4,1404,61.5,127,1,0,0,1,0,0,9.041465968586387,9.299999999999955,1,1,0,7810.5
M,303.0,312.4,1645,29.6,129,0,0,0,0,0,0,5.098638743455497,9.399999999999977,1,0,0,3818.4
L,303.0,312.3,1932,21.9,132,0,0,0,0,0,0,4.430450261780104,9.300000000000011,1,0,0,2890.7999999999997
L,303.0,312.3,1533,38.5,134,0,0,0,0,0,0,6.180157068062827,9.300000000000011,1,0,0,5159.0
M,302.9,312.2,1292,54.4,136,0,0,0,0,0,0,7.359664921465969,9.300000000000011,1,1,1,7398.4
L,302.9,312.2,1571,40.6,139,0,0,0,0,0,0,6.678806282722514,9.300000000000011,1,0,0,5643.400000000001
L,302.9,312.3,1578,36.3,141,0,0,0,0,0,0,5.998052356020942,9.400000000000034,1,0,0,5118.299999999999
M,302.8,312.2,1469,36.9,143,0,0,0,0,0,0,5.676031413612566,9.399999999999977,1,0,0,5276.7
L,302.7,312.1,1728,24.4,146,0,0,0,0,0,0,4.414994764397905,9.400000000000034,1,0,0,3562.3999999999996
H,302.7,312.1,1603,32.5,148,0,0,0,0,0,0,5.455235602094241,9.400000000000034,1,0,0,4810.0
L,302.7,312.1,1597,39.8,153,0,0,0,0,0,0,6.655560209424084,9.400000000000034,1,0,0,6089.4
L,302.7,312.1,1688,32.0,155,0,0,0,0,0,0,5.656125654450261,9.400000000000034,1,0,0,4960.0
L,302.7,312.2,1405,51.4,157,0,0,0,0,0,0,7.561989528795811,9.5,1,0,0,8069.8
M,302.8,312.2,1615,32.9,159,0,0,0,0,0,0,5.563717277486911,9.399999999999977,1,0,0,5231.099999999999
L,302.8,312.2,1515,36.8,162,0,0,0,0,0,0,5.837905759162303,9.399999999999977,1,0,0,5961.599999999999
L,302.7,312.2,1376,52.8,164,0,0,0,0,0,0,7.607623036649215,9.5,1,1,0,8659.199999999999
L,302.7,312.2,1447,47.5,166,0,0,0,0,0,0,7.197120418848168,9.5,1,0,0,7885.0
M,302.6,312.2,1353,56.5,168,0,0,0,0,0,0,8.004659685863874,9.599999999999966,1,1,1,9492.0
L,302.6,312.1,1502,47.3,171,0,0,0,0,0,0,7.439225130890051,9.5,1,0,0,8088.299999999999
L,302.6,312.0,1447,45.5,173,0,0,0,0,0,0,6.894083769633508,9.399999999999977,1,0,0,7871.5
M,302.5,312.0,1487,46.1,175,0,0,0,0,0,0,7.178083769633507,9.5,1,0,0,8067.5
L,302.6,312.1,1519,38.1,178,0,0,0,0,0,0,6.060094240837697,9.5,1,0,0,6781.8
L,302.6,312.1,1668,28.7,180,0,0,0,0,0,1,5.012732984293193,9.5,1,0,0,5166.0
L,302.6,312.1,1420,51.6,182,0,0,0,0,0,0,7.672460732984293,9.5,1,0,0,9391.2
L,302.6,312.1,1473,37.3,184,0,0,0,0,0,0,5.753183246073298,9.5,1,0,0,6863.2
L,302.5,312.0,1495,38.8,186,0,0,0,0,0,0,6.07392670157068,9.5,1,0,0,7216.799999999999
L,302.5,312.0,1574,42.0,188,0,0,0,0,0,0,6.922303664921466,9.5,1,0,0,7896.0
L,302.5,312.0,1383,51.3,190,0,0,0,0,0,0,7.42909947643979,9.5,1,0,0,9747.0
M,302.5,312.0,1591,29.4,192,0,0,0,0,0,0,4.897947643979057,9.5,1,0,0,5644.799999999999
M,302.4,311.8,1644,37.2,195,0,0,0,0,0,0,6.403853403141362,9.400000000000034,0,0,0,7254.000000000001
H,302.5,311.8,2370,14.7,198,0,0,0,0,0,0,3.648062827225131,9.300000000000011,0,0,0,2910.6
L,302.5,311.9,1401,44.9,203,0,0,0,0,0,0,6.586900523560209,9.399999999999977,0,0,0,9114.699999999999
M,302.5,311.9,1414,51.6,205,0,0,0,0,0,0,7.640041884816755,9.399999999999977,0,0,0,10578.0
L,302.5,312.0,1456,46.3,208,0,0,0,0,0,0,7.058931937172775,9.5,1,0,0,9630.4
M,302.5,312.0,1447,45.7,210,0,0,0,0,0,0,6.9243874345549745,9.5,1,0,0,9597.0
L,302.4,311.8,1727,26.5,213,0,0,0,0,0,0,4.792198952879581,9.400000000000034,0,0,0,5644.5
L,302.4,311.7,1495,36.8,215,0,0,0,0,0,0,5.760837696335078,9.300000000000011,0,0,0,7911.999999999999
L,302.3,311.6,1544,34.3,0,0,0,0,0,0,0,5.545465968586387,9.300000000000011,0,0,0,0.0
L,302.3,311.5,1387,47.3,2,0,0,0,0,0,0,6.8696439790575905,9.199999999999989,0,0,0,94.6
M,302.3,311.5,1316,47.2,4,0,0,0,0,0,0,6.50420942408377,9.199999999999989,0,0,1,188.8
L,302.3,311.5,1794,26.1,7,0,0,0,0,0,0,4.902973821989529,9.199999999999989,0,0,0,182.70000000000002
M,302.2,311.4,1372,55.1,9,0,0,0,0,0,0,7.915937172774869,9.199999999999989,0,1,0,495.90000000000003
M,302.3,311.5,1674,30.0,12,0,0,0,0,0,0,5.2586387434554975,9.199999999999989,0,0,0,360.0
L,302.2,311.4,1477,41.7,15,0,0,0,0,0,0,6.44930890052356,9.199999999999989,0,0,0,625.5
L,302.2,311.4,1397,53.0,17,0,0,0,0,0,0,7.752984293193717,9.199999999999989,0,1,0,901.0
L,302.2,311.5,1616,34.0,19,0,0,0,0,0,0,5.753298429319372,9.300000000000011,0,0,0,646.0
M,302.3,311.5,1530,42.3,21,0,0,0,0,0,0,6.776858638743454,9.199999999999989,0,0,0,888.3
M,302.2,311.4,1539,35.1,24,0,0,0,0,0,0,5.656429319371728,9.199999999999989,0,0,0,842.4000000000001
L,302.3,311.4,1845,21.9,27,0,0,0,0,0,0,4.230942408376963,9.099999999999966,0,0,0,591.3
L,302.2,311.4,1430,43.1,29,0,0,0,0,0,0,6.453717277486911,9.199999999999989,0,0,0,1249.9
L,302.2,311.4,2080,19.2,31,0,0,0,0,0,0,4.1817801047120415,9.199999999999989,0,0,0,595.1999999999999
M,302.2,311.4,1432,45.3,33,0,0,0,0,0,0,6.792628272251309,9.199999999999989,0,0,0,1494.8999999999999
M,302.2,311.5,1479,39.5,36,0,0,0,0,0,0,6.117329842931937,9.300000000000011,0,0,0,1422.0
L,302.2,311.5,1424,45.2,39,0,0,0,0,0,0,6.739769633507854,9.300000000000011,0,0,0,1762.8000000000002
H,302.2,311.6,1534,37.2,41,0,0,0,0,0,0,5.9753717277486915,9.400000000000034,0,0,0,1525.2
H,302.1,311.6,1701,26.2,46,0,0,0,0,0,0,4.66661780104712,9.5,0,0,0,1205.2
L,302.2,311.6,1462,50.0,51,0,0,0,0,0,0,7.654450261780105,9.400000000000034,0,0,0,2550.0
M,302.2,311.7,1393,42.5,53,0,0,0,0,0,0,6.199214659685864,9.5,0,0,0,2252.5
M,302.3,311.7,1453,42.5,56,0,0,0,0,0,0,6.466230366492146,9.399999999999977,0,0,0,2380.0
L,302.3,311.8,1565,37.8,59,0,0,0,0,0,0,6.194450261780104,9.5,0,0,0,2230.2
L,302.3,311.8,1281,51.7,61,0,0,0,0,0,0,6.934837696335078,9.5,0,0,1,3153.7000000000003
M,302.2,311.7,1584,36.2,63,0,0,0,0,0,0,6.004272251308901,9.5,0,0,0,2280.6000000000004
M,302.2,311.7,1466,49.0,66,0,0,0,0,0,0,7.521884816753927,9.5,0,0,0,3234.0
M,302.2,311.6,1386,50.5,69,0,0,0,0,0,0,7.329109947643979,9.400000000000034,0,0,0,3484.5
L,302.2,311.6,1383,44.3,72,0,0,0,0,0,0,6.415382198952879,9.400000000000034,0,0,0,3189.6
H,302.3,311.6,1441,53.9,74,0,0,0,0,0,0,8.132973821989529,9.300000000000011,0,1,0,3988.6
M,302.2,311.6,1592,37.7,79,0,0,0,0,0,0,6.284649214659686,9.400000000000034,0,0,0,2978.3
H,302.2,311.6,1594,36.8,82,0,0,0,0,0,0,6.142324607329843,9.400000000000034,0,0,0,3017.6
L,302.2,311.5,1482,45.6,87,0,0,0,0,0,0,7.076356020942408,9.300000000000011,0,0,0,3967.2000000000003
L,302.2,311.6,1658,31.4,89,0,0,0,0,0,0,5.4514345549738215,9.400000000000034,0,0,0,2794.6
L,302.3,311.7,2170,18.2,91,0,0,0,0,0,0,4.1354973821989525,9.399999999999977,0,0,0,1656.2
M,302.3,311.7,1423,44.6,93,0,0,0,0,0,0,6.645633507853403,9.399999999999977,0,0,0,4147.8
L,302.4,311.8,1543,31.1,96,0,0,0,0,0,0,5.024848167539267,9.400000000000034,0,0,0,2985.6000000000004
L,302.3,311.8,1435,44.8,98,0,0,0,0,0,0,6.731727748691099,9.5,0,0,0,4390.4
L,302.4,311.8,1320,56.4,100,0,0,0,0,0,0,7.795602094240838,9.400000000000034,0,1,1,5640.0
M,302.4,311.9,1313,55.7,102,0,0,0,0,0,0,7.658020942408378,9.5,0,1,1,5681.400000000001
M,302.4,311.8,1453,42.1,105,0,0,0,0,0,0,6.405371727748691,9.400000000000034,0,0,0,4420.5
L,302.4,311.8,1508,45.7,108,0,0,0,0,0,0,7.216293193717278,9.400000000000034,0,0,0,4935.6
L,302.4,311.8,1451,42.0,110,0,0,0,0,0,0,6.381361256544503,9.400000000000034,0,0,0,4620.0
H,302.5,311.9,1595,34.6,112,0,0,0,0,0,0,5.778743455497382,9.399999999999977,0,0,0,3875.2000000000003
L,302.5,311.9,1354,49.4,117,0,0,0,0,0,0,7.003937172774868,9.399999999999977,0,0,1,5779.8
L,302.5,311.9,1265,59.8,119,0,0,0,0,0,0,7.921151832460733,9.399999999999977,0,1,1,7116.2
L,302.4,311.9,1867,25.9,121,0,0,0,0,0,0,5.063382198952879,9.5,0,0,0,3133.8999999999996
L,302.5,311.9,1497,41.6,123,0,0,0,0,0,0,6.52096335078534,9.399999999999977,0,0,0,5116.8
M,302.5,311.9,1347,54.3,125,0,0,0,0,0,0,7.658858638743455,9.399999999999977,0,1,1,6787.5
L,302.3,311.7,1544,43.2,128,0,0,0,0,0,0,6.984376963350786,9.399999999999977,0,0,0,5529.6
H,302.3,311.7,1456,45.4,130,0,0,0,0,0,0,6.92171727748691,9.399999999999977,0,0,0,5902.0
L,302.5,311.8,1335,52.7,135,0,0,0,0,0,0,7.3669633507853405,9.300000000000011,0,1,1,7114.5
L,302.4,311.9,1452,43.1,137,0,0,0,0,0,0,6.553005235602095,9.5,0,0,0,5904.7
L,302.4,311.9,1290,70.0,139,1,0,0,1,0,0,9.455497382198953,9.5,0,1,1,9730.0
L,302.4,311.8,1448,43.4,141,0,0,0,0,0,0,6.580439790575916,9.400000000000034,0,0,0,6119.4
L,302.3,311.7,1611,38.6,143,0,0,0,0,0,0,6.511476439790576,9.399999999999977,0,0,0,5519.8
L,302.2,311.7,1556,38.6,145,0,0,0,0,0,0,6.289172774869111,9.5,0,0,0,5597.0
H,302.2,311.7,1413,46.5,147,0,0,0,0,0,0,6.880052356020943,9.5,0,0,0,6835.5
L,302.2,311.6,1545,35.9,152,0,0,0,0,0,0,5.807905759162304,9.400000000000034,0,0,0,5456.8
L,302.2,311.7,1330,54.6,154,0,0,0,0,0,0,7.603979057591623,9.5,0,1,1,8408.4
L,302.2,311.9,1596,38.0,156,0,0,0,0,0,0,6.350575916230366,9.699999999999989,0,0,0,5928.0
L,302.2,311.8,1618,36.0,158,0,0,0,0,0,0,6.099267015706806,9.600000000000023,0,0,0,5688.0
H,302.2,311.9,1597,35.8,160,0,0,0,0,0,0,5.9866596858638745,9.699999999999989,0,0,0,5728.0
L,302.3,312.0,1354,52.2,165,0,0,0,0,0,0,7.400921465968587,9.699999999999989,1,0,1,8613.0
L,302.3,312.0,1746,28.1,167,0,0,0,0,0,0,5.137445026178011,9.699999999999989,1,0,0,4692.7
L,302.4,312.0,1621,32.5,169,0,0,0,0,0,0,5.516492146596859,9.600000000000023,1,0,0,5492.5
L,302.3,312.0,1398,43.3,171,0,0,0,0,0,0,6.338575916230366,9.699999999999989,1,0,0,7404.299999999999
L,302.3,311.9,1434,51.9,173,0,0,0,0,0,0,7.793151832460732,9.599999999999966,0,0,0,8978.699999999999
M,302.3,311.8,1443,43.4,175,0,0,0,0,0,0,6.557717277486911,9.5,0,0,0,7595.0
L,302.2,311.7,1488,44.6,178,0,0,0,0,0,0,6.949193717277487,9.5,0,0,0,7938.8
M,302.3,311.8,1475,48.0,180,0,0,0,0,0,0,7.4136125654450264,9.5,0,0,0,8640.0
L,302.3,311.8,1433,50.3,183,0,0,0,0,0,0,7.547633507853402,9.5,0,0,0,9204.9
M,302.3,311.8,1557,34.1,185,0,0,0,0,0,0,5.5595497382198955,9.5,0,0,0,6308.5
M,302.4,311.9,1398,50.1,188,0,0,0,0,0,0,7.334010471204189,9.5,0,0,0,9418.800000000001
M,302.3,311.8,1559,34.4,191,0,0,0,0,0,0,5.615664921465968,9.5,0,0,0,6570.4
M,302.4,311.9,1422,46.4,194,0,0,0,0,0,0,6.9089842931937175,9.5,0,0,0,9001.6
M,302.3,311.8,1463,35.7,197,0,0,0,0,0,0,5.4690157068062835,9.5,0,0,0,7032.900000000001
L,302.3,311.7,1793,25.3,200,0,0,0,0,0,0,4.7500418848167545,9.399999999999977,0,0,0,5060.0
L,302.2,311.6,1872,20.4,202,0,0,0,0,0,0,3.9988272251308894,9.400000000000034,0,0,0,4120.799999999999
L,302.2,311.7,1412,44.5,204,0,0,0,0,0,0,6.579476439790576,9.5,0,0,0,9078.0
L,302.3,311.8,1487,43.2,206,0,0,0,0,0,0,6.726534031413613,9.5,0,0,0,8899.2
L,302.3,311.8,1369,56.2,208,1,0,0,0,1,0,8.056314136125655,9.5,0,1,0,11689.6
L,302.4,311.8,1673,30.1,210,0,0,0,0,0,0,5.273015706806283,9.400000000000034,0,0,0,6321.0
M,302.4,311.9,1439,36.6,212,0,0,0,0,0,0,5.514910994764398,9.5,0,0,0,7759.200000000001
L,302.3,311.8,1574,42.8,215,0,0,0,0,0,0,7.0541570680628265,9.5,0,0,0,9202.0
L,302.3,311.7,1281,48.8,0,0,0,0,0,0,0,6.545842931937172,9.399999999999977,0,0,1,0.0
M,302.2,311.7,1653,31.4,2,0,0,0,0,0,0,5.4349947643979055,9.5,0,0,0,62.8
M,302.3,311.7,1535,38.3,5,0,0,0,0,0,0,6.156073298429319,9.399999999999977,0,0,0,191.5
M,302.3,311.7,1483,40.5,8,0,0,0,0,0,0,6.289162303664922,9.399999999999977,0,0,0,324.0
L,302.3,311.7,1414,47.0,11,0,0,0,0,0,0,6.958952879581152,9.399999999999977,0,0,0,517.0
M,302.2,311.6,1379,42.9,13,0,0,0,0,0,0,6.194670157068063,9.400000000000034,0,0,0,557.6999999999999
H,302.2,311.5,1482,42.6,16,0,0,0,0,0,0,6.610806282722513,9.300000000000011,0,0,0,681.6
L,302.1,311.5,1987,20.1,21,0,0,0,0,0,0,4.182062827225131,9.399999999999977,0,0,0,422.1
M,302.1,311.5,1635,31.6,23,0,0,0,0,0,0,5.410052356020943,9.399999999999977,0,0,0,726.8000000000001
L,302.1,311.5,1533,39.4,26,0,0,0,0,0,0,6.324628272251308,9.399999999999977,0,0,0,1024.3999999999999
M,302.2,311.7,1576,34.0,28,0,0,0,0,0,0,5.610890052356021,9.5,0,0,0,952.0
H,302.2,311.8,1330,62.4,31,0,0,0,0,0,0,8.690261780104713,9.600000000000023,0,1,1,1934.3999999999999
L,302.2,311.8,1981,21.8,36,0,0,0,0,0,0,4.522073298429319,9.600000000000023,0,0,0,784.8000000000001
H,302.3,311.8,1475,42.8,38,0,0,0,0,0,0,6.610471204188481,9.5,0,0,0,1626.3999999999999
H,302.3,311.8,1804,25.0,43,0,0,0,0,0,0,4.722513089005235,9.5,0,0,0,1075.0
L,302.2,311.6,1416,54.1,48,0,0,0,0,0,0,8.02152879581152,9.400000000000034,0,1,0,2596.8
L,302.1,311.5,1727,27.7,50,0,0,0,0,0,0,5.009204188481675,9.399999999999977,0,0,0,1385.0
L,302.1,311.4,1391,49.2,52,0,0,0,0,0,0,7.166198952879581,9.299999999999955,0,0,0,2558.4
M,302.0,311.5,1366,52.3,54,0,0,0,0,0,0,7.480816753926702,9.5,0,0,0,2824.2
L,301.9,311.3,1366,55.6,57,0,0,0,0,0,0,7.952837696335079,9.400000000000034,0,1,0,3169.2000000000003
L,301.9,311.3,1501,40.8,59,0,0,0,0,0,0,6.412649214659686,9.400000000000034,0,0,0,2407.2
L,301.8,311.3,1551,35.8,61,0,0,0,0,0,0,5.814219895287958,9.5,0,0,0,2183.7999999999997
M,301.9,311.3,1522,35.6,63,0,0,0,0,0,0,5.6736335078534035,9.400000000000034,0,0,0,2242.8
L,301.9,311.2,1369,49.8,66,0,0,0,0,0,0,7.138869109947644,9.300000000000011,0,0,0,3286.7999999999997
L,301.8,311.2,1334,52.3,68,0,0,0,0,0,0,7.305570680628272,9.399999999999977,0,0,1,3556.3999999999996
H,301.8,311.2,1451,39.4,70,0,0,0,0,0,0,5.986324607329843,9.399999999999977,0,0,0,2758.0
L,301.7,311.2,1589,37.9,75,0,0,0,0,0,0,6.306083769633508,9.5,0,0,0,2842.5
L,301.7,311.3,1708,30.5,77,0,0,0,0,0,0,5.454869109947644,9.600000000000023,0,0,0,2348.5
M,301.7,311.2,1413,42.6,79,0,0,0,0,0,0,6.303015706806283,9.5,0,0,0,3365.4
M,301.6,311.2,1415,46.5,82,0,0,0,0,0,0,6.889790575916231,9.599999999999966,0,0,0,3813.0
L,301.7,311.3,1421,45.9,85,0,0,0,0,0,0,6.829727748691099,9.600000000000023,0,0,0,3901.5
L,301.7,311.3,1348,51.0,87,0,0,0,0,0,0,7.198743455497382,9.600000000000023,0,0,1,4437.0
L,301.6,311.2,1408,42.9,89,0,0,0,0,0,0,6.324942408376963,9.599999999999966,0,0,0,3818.1
L,301.6,311.2,1525,43.7,91,0,0,0,0,0,0,6.9782722513089,9.599999999999966,0,0,0,3976.7000000000003
L,301.6,311.3,1706,29.9,93,0,0,0,0,0,0,5.341298429319371,9.699999999999989,0,0,0,2780.7
H,301.6,311.2,1395,46.8,95,0,0,0,0,0,0,6.8362303664921455,9.599999999999966,0,0,0,4446.0
L,301.5,311.1,1602,34.3,100,0,0,0,0,0,0,5.753780104712042,9.600000000000023,0,0,0,3429.9999999999995
L,301.6,311.1,1907,21.5,102,0,0,0,0,0,0,4.293246073298429,9.5,0,0,0,2193.0
L,301.6,311.1,1325,49.2,104,0,0,0,0,0,0,6.826178010471205,9.5,0,0,1,5116.8
L,301.6,311.1,1408,44.4,106,0,0,0,0,0,0,6.546094240837696,9.5,0,0,0,4706.4
M,301.7,311.1,1489,41.4,108,0,0,0,0,0,0,6.454931937172775,9.400000000000034,0,0,0,4471.2
L,301.6,311.1,1680,29.2,111,0,0,0,0,0,0,5.13675392670157,9.5,0,0,0,3241.2
L,301.7,311.2,1517,42.4,113,0,0,0,0,0,0,6.735162303664921,9.5,0,0,0,4791.2
M,301.7,311.1,1618,36.7,115,0,0,0,0,0,0,6.21786387434555,9.400000000000034,0,0,0,4220.5
L,301.7,311.1,1455,39.8,118,0,0,0,0,0,0,6.063769633507853,9.400000000000034,0,0,0,4696.4
H,301.8,311.1,1543,36.4,120,0,0,0,0,0,0,5.88117277486911,9.300000000000011,0,0,0,4368.0
M,301.8,311.1,1399,41.8,125,0,0,0,0,0,0,6.123371727748691,9.300000000000011,0,0,0,5225.0
L,301.7,311.1,1469,37.2,128,0,0,0,0,0,0,5.722178010471205,9.400000000000034,0,0,0,4761.6
L,301.7,311.2,1521,36.7,130,0,0,0,0,0,0,5.845099476439791,9.5,0,0,0,4771.0
L,301.7,311.3,1584,38.8,132,0,0,0,0,0,0,6.4355183246073295,9.600000000000023,0,0,0,5121.599999999999
L,301.8,311.5,1443,43.3,134,0,0,0,0,0,0,6.542607329842931,9.699999999999989,0,0,0,5802.2
M,301.8,311.5,1416,49.0,136,0,0,0,0,0,0,7.265340314136125,9.699999999999989,0,0,0,6664.0
M,301.7,311.2,1563,34.5,139,0,0,0,0,0,0,5.646439790575916,9.5,0,0,0,4795.5
M,301.8,311.3,1542,40.1,142,0,0,0,0,0,0,6.474785340314137,9.5,0,0,0,5694.2
M,301.8,311.3,1624,31.6,145,0,0,0,0,0,0,5.37365445026178,9.5,0,0,0,4582.0
L,301.8,311.3,1471,44.2,148,0,0,0,0,0,0,6.808188481675393,9.5,0,0,0,6541.6
M,301.9,311.5,1492,40.8,150,0,0,0,0,0,0,6.374198952879581,9.600000000000023,0,0,0,6120.0
M,301.9,311.4,1465,39.9,153,0,0,0,0,0,0,6.120785340314137,9.5,0,0,0,6104.7
L,301.7,311.1,1399,55.1,156,0,0,0,0,0,0,8.071717277486911,9.400000000000034,0,1,0,8595.6
L,301.6,311.0,1431,42.6,158,0,0,0,0,0,0,6.38330890052356,9.399999999999977,0,0,0,6730.8
L,301.5,310.9,1600,39.0,160,0,0,0,0,0,0,6.534031413612565,9.399999999999977,0,0,0,6240.0
L,301.5,310.8,1593,34.5,162,0,0,0,0,0,0,5.7548167539267014,9.300000000000011,0,0,0,5589.0
L,301.5,310.9,1469,44.7,164,0,0,0,0,0,0,6.875842931937173,9.399999999999977,0,0,0,7330.8
L,301.5,310.8,1413,44.6,166,0,0,0,0,0,0,6.598931937172775,9.300000000000011,0,0,0,7403.6
L,301.4,310.8,1490,38.0,168,0,0,0,0,0,0,5.928795811518325,9.400000000000034,0,0,0,6384.0
L,301.5,310.9,1671,31.1,170,0,0,0,0,0,0,5.441685863874346,9.399999999999977,0,0,0,5287.0
L,301.5,310.9,1365,46.5,172,0,0,0,0,0,0,6.646335078534031,9.399999999999977,0,0,0,7998.0
M,301.4,310.9,1557,39.3,174,0,0,0,0,0,0,6.407340314136126,9.5,0,0,0,6838.2
L,301.4,310.9,1440,45.4,177,0,0,0,0,0,0,6.84565445026178,9.5,0,0,0,8035.8
M,301.4,310.9,1489,38.9,179,0,0,0,0,0,0,6.065141361256544,9.5,0,0,0,6963.099999999999
L,301.4,311.0,1733,25.7,182,0,0,0,0,0,0,4.663675392670157,9.600000000000023,0,0,0,4677.4
H,301.3,311.0,1580,36.6,184,0,0,0,0,0,0,6.0552879581151835,9.699999999999989,0,0,0,6734.400000000001
L,301.3,311.0,1856,21.9,189,0,0,0,0,0,0,4.2561675392670155,9.699999999999989,0,0,0,4139.099999999999
L,301.3,311.1,1454,40.3,191,0,0,0,0,0,0,6.1357277486910995,9.800000000000011,0,0,0,7697.299999999999
L,301.4,311.1,1495,36.3,193,0,0,0,0,0,0,5.682565445026177,9.700000000000045,0,0,0,7005.9
L,301.2,311.0,1761,29.1,195,0,0,0,0,0,0,5.365979057591623,9.800000000000011,0,0,0,5674.5
M,301.3,311.0,1402,47.5,197,0,0,0,0,0,0,6.973298429319372,9.699999999999989,0,0,0,9357.5
L,301.2,311.0,1670,33.0,200,0,0,0,0,0,0,5.770680628272252,9.800000000000011,0,0,0,6600.0
L,301.3,311.0,1582,35.6,202,0,0,0,0,0,0,5.897298429319372,9.699999999999989,0,0,0,7191.200000000001
L,301.3,311.0,1542,35.1,204,0,0,0,0,0,0,5.6674554973822,9.699999999999989,0,0,0,7160.400000000001
L,301.3,311.0,1539,36.9,206,0,0,0,0,0,0,5.946502617801047,9.699999999999989,0,0,0,7601.4
L,301.3,311.0,1418,41.9,208,0,0,0,0,0,0,6.221382198952879,9.699999999999989,0,0,0,8715.199999999999
L,301.3,311.1,1723,27.6,210,0,0,0,0,0,0,4.9795602094240845,9.800000000000011,0,0,0,5796.0
L,301.3,311.1,1303,49.2,212,0,0,0,0,0,0,6.712837696335079,9.800000000000011,0,0,1,10430.400000000001
M,301.3,311.0,1463,50.2,214,0,0,0,0,0,0,7.690324607329844,9.699999999999989,0,0,0,10742.800000000001
